nst_of_storm,lightning_id,lightning_airport_id,year,day_of_year,second,date,lon,lat,amplitude,mean_amplitude,var_amplitude,maxis,icloud,prop_icloud_of_storm,dist,azimuth,airport_alert_id,is_last_lightning_cloud_ground,total_second,nst_of_alert
14.0,16,16,2016,2,79124,2016-01-02 21:58:44,9.149,41.9799,-87.52,-43.28000000000001,3393.5553692307703,0.3,False,0.5,29.27816549570514,80.76063834779944,,False,505087124.0,0
1.0,17,17,2016,6,47625,2016-01-06 13:13:45,9.0749,41.8367,-190.54,-190.54,,0.101135,True,1.0,24.48781816217526,107.7179164732638,,False,505401225.0,0
1.0,18,18,2016,6,80171,2016-01-06 22:16:11,9.1063,41.8413,-12.0,-12.0,,0.169724,True,1.0,26.714544877473177,105.1767912347332,,False,505433771.0,0
2.0,19,19,2016,6,80171,2016-01-06 22:16:11,9.1165,41.8054,-2.85,-7.425,41.86125,0.707023,True,1.0,29.086020910881963,110.6520916972166,,False,505433771.0,0
3.0,20,20,2016,6,80171,2016-01-06 22:16:11,9.1078,41.8458,-7.07,-7.3066666666666675,20.97263333333333,0.194408,True,1.0,26.66404668137424,104.31446188465952,,False,505433771.0,0
4.0,21,21,2016,6,80171,2016-01-06 22:16:11,9.0608,41.8379,4.98,-4.234999999999999,51.7223,0.58838,True,1.0,23.365475789138102,108.38161322789028,,False,505433771.0,0
1.0,22,22,2016,9,84611,2016-01-09 23:30:11,9.0005,42.0115,-25.53,-25.53,,0.13369,True,1.0,19.024559871947464,66.0186814271994,,False,505697411.0,0
1.0,23,23,2016,11,73511,2016-01-11 20:25:11,8.7698,42.1652,-8.58,-8.58,,0.113791,True,1.0,26.98518455777714,352.1988554748355,,False,505859111.0,0
2.0,24,24,2016,11,73666,2016-01-11 20:27:46,8.828,42.1762,-6.2,-7.390000000000001,2.8322000000000007,0.365096,True,1.0,28.145216331678228,5.674658350466236,,False,505859266.0,0
1.0,25,25,2016,12,23548,2016-01-12 06:32:28,8.9476,42.0696,13.9,13.9,,0.252378,True,1.0,20.149389826094133,44.74377703182765,,False,505895548.0,0
2.0,26,26,2016,12,23548,2016-01-12 06:32:28,8.9494,42.0771,18.58,16.24,10.951199999999995,0.137684,True,1.0,20.911510212621973,43.66334102167096,,False,505895548.0,0
3.0,27,27,2016,12,23548,2016-01-12 06:32:28,8.9581,42.116,-9.0,7.826666666666665,217.8281333333333,0.281924,False,0.6666666666666666,24.92455175875589,38.89148060086319,,False,505895548.0,0
4.0,28,28,2016,12,23865,2016-01-12 06:37:45,8.9487,42.0732,8.96,8.11,145.53986666666665,0.110057,True,0.75,20.52580982091801,44.26299270931343,,False,505895865.0,0
5.0,29,29,2016,12,23865,2016-01-12 06:37:45,8.9757,42.1047,-35.13,-0.5380000000000009,483.09442,0.042133,False,0.6,24.66772518581496,43.6564910789876,,False,505895865.0,0
6.0,30,30,2016,12,23865,2016-01-12 06:37:45,8.8867,42.0213,-13.74,-2.7383333333333346,415.52433666666667,0.068709,False,0.5,12.875968271727636,40.62060728588983,2.0,True,505895865.0,0
7.0,31,31,2016,12,24058,2016-01-12 06:40:58,8.9788,42.0772,14.21,-0.3171428571428577,387.3054238095238,0.064877,True,0.5714285714285714,22.41216485048968,48.87177681638759,,False,505896058.0,0
8.0,32,32,2016,12,24059,2016-01-12 06:40:59,8.9447,42.079,3.38,0.14499999999999946,333.68468571428576,0.443219,True,0.625,20.863705434882423,42.379948243857406,,False,505896059.0,0
9.0,33,33,2016,12,24059,2016-01-12 06:40:59,9.0386,42.1031,-27.77,-2.956666666666667,378.55712500000004,0.106103,False,0.5555555555555556,27.866102026832063,52.70850461891148,,False,505896059.0,0
10.0,34,34,2016,12,24191,2016-01-12 06:43:11,9.097,42.0619,-9.45,-3.6060000000000003,340.71156,0.072665,True,0.6,28.742437159700224,64.81482807864585,,False,505896191.0,0
11.0,35,35,2016,12,24191,2016-01-12 06:43:11,9.0996,42.0626,-15.98,-4.730909090909091,320.5600290909091,0.119928,True,0.6363636363636364,28.965410742640067,64.89753530976824,,False,505896191.0,0
12.0,36,36,2016,12,24493,2016-01-12 06:48:13,9.088,42.0742,-5.3,-4.778333333333333,291.445196969697,0.180976,True,0.6666666666666666,28.88498699296664,62.15538627081759,,False,505896493.0,0
13.0,37,37,2016,12,24493,2016-01-12 06:48:13,9.0345,42.0759,4.55,-4.060769230769231,273.8517743589744,0.603895,True,0.6923076923076923,25.537808860993845,56.67110780898646,,False,505896493.0,0
14.0,38,38,2016,12,26737,2016-01-12 07:25:37,8.7843,42.0221,12.82,-2.855,273.1405653846154,0.101655,True,0.7142857142857143,11.05265580068984,349.30660954149863,,False,505898737.0,0
15.0,39,39,2016,12,26737,2016-01-12 07:25:37,8.7287,41.9383,-25.34,-4.354,287.33554000000004,0.05291,False,0.6666666666666666,6.347720373461618,281.20594750740094,3.0,True,505898737.0,0
3.0,40,40,2016,12,28236,2016-01-12 07:50:36,9.075,42.0226,23.96,3.813333333333334,668.4625333333337,0.251763,True,0.6666666666666666,25.02649976801257,70.00674993930015,,False,505900236.0,0
4.0,41,41,2016,12,28236,2016-01-12 07:50:36,9.0484,41.9894,3.83,3.8175000000000003,445.6417583333336,0.672203,True,0.75,21.56421297979293,74.99597751881738,,False,505900236.0,0
5.0,42,42,2016,12,28237,2016-01-12 07:50:37,9.0748,42.0292,-5.14,2.0260000000000007,350.2786800000002,0.20213,False,0.6,25.34175556595528,68.7749213113737,,False,505900237.0,0
6.0,43,43,2016,12,28237,2016-01-12 07:50:37,9.0739,42.0312,-3.75,1.0633333333333337,285.7833066666668,0.319521,True,0.6666666666666666,25.379509082085864,68.34454811286805,,False,505900237.0,0
7.0,44,44,2016,12,28237,2016-01-12 07:50:37,9.0783,42.0278,-3.13,0.4642857142857145,240.664761904762,0.445659,True,0.7142857142857143,25.527658020771405,69.27542487118939,,False,505900237.0,0
8.0,45,45,2016,12,29604,2016-01-12 08:13:24,9.0664,41.9176,-6.75,-0.4374999999999998,212.7898214285715,0.085051,False,0.625,21.796690143072205,91.30442231824604,,False,505901604.0,0
9.0,46,46,2016,12,29604,2016-01-12 08:13:24,9.0605,41.9244,-7.06,-1.1733333333333331,191.06415000000007,0.234751,True,0.6666666666666666,21.297722983831093,89.82206336859001,,False,505901604.0,0
10.0,47,47,2016,12,29604,2016-01-12 08:13:24,9.0601,41.9155,-47.52,-5.808,384.6361511111112,0.074357,True,0.7,21.28498880479381,91.80381988260098,,False,505901604.0,0
1.0,48,48,2016,38,50387,2016-02-07 13:59:47,8.801,41.8404,-16.32,-16.32,,0.229,True,1.0,9.24652019118295,181.3082098903996,,False,508168787.0,0
2.0,49,49,2016,38,50387,2016-02-07 13:59:47,8.7961,41.8595,-18.18,-17.25,1.729799999999999,0.655,True,1.0,7.14496736616403,186.05553114378745,,False,508168787.0,0
3.0,50,50,2016,38,50429,2016-02-07 14:00:29,8.984,41.7881,-31.03,-21.843333333333334,64.16103333333335,0.119,True,1.0,21.245429295965508,126.80403463358935,,False,508168829.0,0
4.0,51,51,2016,38,50429,2016-02-07 14:00:29,8.9774,41.7958,-9.53,-18.765,80.6785666666667,0.12,False,0.75,20.25420114955818,126.21823526426437,,False,508168829.0,0
5.0,52,52,2016,38,50714,2016-02-07 14:05:14,8.8117,41.9018,-32.58,-21.528,98.67977000000002,0.161,True,0.8,2.5293525513487465,158.0175617968786,,False,508169114.0,0
6.0,53,53,2016,38,50714,2016-02-07 14:05:14,8.8132,41.8974,-24.81,-22.075,80.73907000000001,0.05,False,0.6666666666666666,3.0333816214079987,158.5387329659763,4.0,True,508169114.0,0
7.0,54,54,2016,38,52539,2016-02-07 14:35:39,8.7505,42.0792,10.57,-17.41142857142857,219.52484761904762,0.125,True,0.7142857142857143,17.8234800257565,341.3884853892775,,False,508170939.0,0
8.0,55,55,2016,38,52539,2016-02-07 14:35:39,8.7617,42.082,-11.78,-16.7075,192.12827857142858,0.116,False,0.625,17.92717623301275,345.42036294200176,5.0,True,508170939.0,0
1.0,56,56,2016,40,76585,2016-02-09 21:16:25,9.0519,42.0589,-12.05,-12.05,,0.125,True,1.0,25.474453868688325,61.481515568544864,,False,508367785.0,0
2.0,57,57,2016,40,76774,2016-02-09 21:19:34,9.0036,42.034,-6.01,-9.030000000000001,18.24080000000001,0.166,False,0.5,20.624189915374007,61.185918686482886,,False,508367974.0,0
3.0,58,58,2016,40,78002,2016-02-09 21:40:02,9.0731,41.8047,-7.16,-8.406666666666666,10.286033333333341,0.107,True,0.6666666666666666,25.971900661850576,113.75162632308304,,False,508369202.0,0
4.0,59,59,2016,40,78002,2016-02-09 21:40:02,9.0603,41.8261,-8.26,-8.370000000000001,6.862733333333338,0.186,False,0.5,23.894732547101786,110.74608027568412,,False,508369202.0,0
1.0,60,60,2016,43,61613,2016-02-12 17:06:53,9.1598,41.9436,-17.63,-17.63,,0.202,True,1.0,29.58647673024672,86.7926075911328,,False,508612013.0,0
2.0,61,61,2016,43,61996,2016-02-12 17:13:16,9.1267,41.9315,-9.32,-13.475,34.528049999999986,0.333,True,1.0,26.783634377013648,88.602387648754,,False,508612396.0,0
3.0,62,62,2016,43,61996,2016-02-12 17:13:16,9.1541,41.9396,-4.05,-10.333333333333334,46.87423333333332,0.282,True,1.0,29.08700288518904,87.39151758885107,,False,508612396.0,0
1.0,63,63,2016,47,80614,2016-02-16 22:23:34,8.7473,42.1348,-18.82,-18.82,,0.596,False,0.0,23.913043088457044,345.2510958957611,,False,508976614.0,0
2.0,64,64,2016,47,81117,2016-02-16 22:31:57,8.7434,42.1468,-22.78,-20.8,7.840800000000003,1.711,True,0.5,25.283456115515467,345.0733761107117,,False,508977117.0,0
3.0,65,65,2016,47,81210,2016-02-16 22:33:30,8.7164,42.1366,-6.89,-16.163333333333334,68.41643333333333,0.475,False,0.3333333333333333,24.72195325499313,337.8977672949628,,False,508977210.0,0
4.0,66,66,2016,47,81320,2016-02-16 22:35:20,8.7086,42.1514,-6.63,-13.780000000000001,68.33206666666668,0.498,False,0.25,26.482493834909928,337.51242047675817,,False,508977320.0,0
5.0,67,67,2016,47,81436,2016-02-16 22:37:16,8.7144,42.1528,-10.99,-13.222,52.805870000000006,0.158,False,0.2,26.49528132185646,338.887146097632,,False,508977436.0,0
6.0,68,68,2016,47,81718,2016-02-16 22:41:58,8.7058,42.1669,-9.7,-12.635,44.312110000000004,0.135,False,0.16666666666666666,28.19787525357079,338.2432671597748,,False,508977718.0,0
7.0,69,69,2016,47,81718,2016-02-16 22:41:58,8.6955,42.164,-16.21,-13.145714285714288,38.75256190476191,0.119,True,0.2857142857142857,28.14509522977252,335.927038041249,,False,508977718.0,0
8.0,70,70,2016,47,81801,2016-02-16 22:43:21,8.7042,42.1706,-10.2,-12.7775,34.30113571428572,0.143,True,0.375,28.629522476638,338.2185904358719,,False,508977801.0,0
9.0,71,71,2016,47,81801,2016-02-16 22:43:21,8.7202,42.1566,-7.82,-12.226666666666667,32.74425000000001,0.672,True,0.4444444444444444,26.77538174121235,340.458413483729,,False,508977801.0,0
10.0,72,72,2016,47,81890,2016-02-16 22:44:50,8.5774,42.0343,-8.08,-11.812000000000001,30.825484444444456,2.309,False,0.4,22.322621569988428,296.1468412355813,,False,508977890.0,0
11.0,73,73,2016,47,82418,2016-02-16 22:53:38,8.8182,42.1397,-31.04,-13.56,61.353480000000005,0.061,False,0.36363636363636365,24.04621405347353,4.049815166232437,,False,508978418.0,0
1.0,74,74,2016,54,3681,2016-02-23 01:01:21,8.834,42.0816,-33.59,-33.59,,0.164,True,1.0,17.743783654960104,11.135484774389315,,False,509504481.0,0
2.0,75,75,2016,54,4042,2016-02-23 01:07:22,8.9138,42.1344,16.49,-8.550000000000002,1254.0032,0.322,False,0.5,25.149137954052105,27.748457655334803,,False,509504842.0,0
3.0,76,76,2016,54,4042,2016-02-23 01:07:22,8.9051,42.1271,-3.3,-6.800000000000002,636.1891,0.441,True,0.6666666666666666,24.1352905796952,26.66632012418069,,False,509504842.0,0
4.0,77,77,2016,54,4167,2016-02-23 01:09:27,8.941,42.1479,-15.06,-8.865000000000002,441.1829666666667,0.132,True,0.75,27.406610791785297,31.620327426118514,,False,509504967.0,0
5.0,78,78,2016,54,4545,2016-02-23 01:15:45,9.0421,42.1203,-19.42,-10.976000000000003,353.16883,2.638,False,0.6,29.45574403934615,50.56870452679311,,False,509505345.0,0
1.0,79,79,2016,56,39672,2016-02-25 11:01:12,8.8913,41.6885,-5.77,-5.77,,0.995,True,1.0,27.131032715245546,159.39322693669348,,False,509713272.0,0
2.0,80,80,2016,56,39672,2016-02-25 11:01:12,8.8774,41.6782,-20.53,-13.15,108.92880000000002,0.094,False,0.5,27.95844616110728,163.11244538533376,,False,509713272.0,0
3.0,81,81,2016,56,40055,2016-02-25 11:07:35,8.8942,41.6815,-3.54,-9.946666666666667,85.24843333333334,0.503,False,0.3333333333333333,27.94495630460852,159.33769322223637,,False,509713655.0,0
4.0,82,82,2016,56,40055,2016-02-25 11:07:35,8.8741,41.6756,-30.29,-15.032499999999999,160.29509166666665,0.389,True,0.5,28.18185529802467,163.9813982877456,,False,509713655.0,0
5.0,83,83,2016,56,40380,2016-02-25 11:13:00,8.9131,41.6785,-21.83,-16.392,129.46251999999998,0.16,True,0.6,28.724598347427985,155.7907252744146,,False,509713980.0,0
6.0,84,84,2016,56,40380,2016-02-25 11:13:00,8.9155,41.6781,-16.57,-16.421666666666667,103.57529666666665,0.197,True,0.6666666666666666,28.83045807862003,155.36116833888912,,False,509713980.0,0
7.0,85,85,2016,56,40380,2016-02-25 11:13:00,8.8958,41.6822,-6.88,-15.058571428571428,99.3189476190476,0.287,False,0.5714285714285714,27.906326812451468,158.95135647807422,,False,509713980.0,0
8.0,86,86,2016,56,40643,2016-02-25 11:17:23,8.9167,41.6902,-7.32,-14.09125,92.61621249999999,0.279,True,0.625,27.595143793598723,154.007295477308,,False,509714243.0,0
9.0,87,87,2016,56,40643,2016-02-25 11:17:23,8.8986,41.6805,-17.49,-14.46888888888889,82.32268611111111,0.729,True,0.6666666666666666,28.152410759106864,158.51216866228532,,False,509714243.0,0
1.0,88,88,2016,56,48146,2016-02-25 13:22:26,8.6004,42.0836,-117.51,-117.51,,0.061,False,0.0,24.406885532287447,308.3130906738172,,False,509721746.0,0
2.0,89,89,2016,56,48328,2016-02-25 13:25:28,8.5274,42.0403,7.13,-55.190000000000005,7767.564800000001,0.25,True,0.5,26.192183002536435,292.95719833033394,,False,509721928.0,0
3.0,90,90,2016,56,48328,2016-02-25 13:25:28,8.5408,42.0323,-12.64,-41.00666666666667,4487.283233333334,1.099,True,0.6666666666666666,24.792583570171363,292.52511505338055,,False,509721928.0,0
4.0,91,91,2016,56,48821,2016-02-25 13:33:41,8.5771,42.0489,4.9,-29.53,3518.377666666667,0.908,True,0.75,23.27420239247996,299.02658871282466,,False,509722421.0,0
5.0,92,92,2016,56,48821,2016-02-25 13:33:41,8.5568,42.0295,18.17,-19.990000000000002,3093.8412500000004,0.598,False,0.6,23.4900964167179,293.2828324341922,,False,509722421.0,0
6.0,93,93,2016,56,49309,2016-02-25 13:41:49,8.845,41.6574,5.3,-15.775,2581.6703500000003,1.368,True,0.6666666666666666,29.78507609967708,171.01300550797788,,False,509722909.0,0
7.0,94,94,2016,56,51003,2016-02-25 14:10:03,8.6691,41.9313,-38.23,-18.982857142857142,2223.4243904761906,0.173,True,0.7142857142857143,11.09459983253176,273.2936579332168,,False,509724603.0,0
8.0,95,95,2016,56,51003,2016-02-25 14:10:03,8.6748,41.9319,-14.45,-18.41625,1908.3606839285715,0.102,False,0.625,10.63036049002918,273.70719092560495,6.0,False,509724603.0,0
9.0,96,96,2016,56,51179,2016-02-25 14:12:59,8.7129,41.9917,-6.45,-17.086666666666666,1685.725725,4.568,False,0.5555555555555556,10.61001195483827,307.1135783860979,6.0,False,509724779.0,1
10.0,97,97,2016,56,51378,2016-02-25 14:16:18,8.6891,41.9231,-52.54,-20.631999999999998,1624.1167511111112,0.212,True,0.6,9.408879832703937,269.74826269406225,,False,509724978.0,0
11.0,98,98,2016,56,51378,2016-02-25 14:16:18,8.6811,41.9197,-10.5,-19.71090909090909,1471.037569090909,0.217,False,0.5454545454545454,10.079725548301196,268.1660326687845,6.0,False,509724978.0,0
12.0,99,99,2016,56,51478,2016-02-25 14:17:58,8.6665,41.9185,-16.81,-19.469166666666666,1338.0081537878789,0.093,False,0.5,11.291866587896957,267.85870660497085,6.0,False,509725078.0,1
13.0,100,100,2016,56,51531,2016-02-25 14:18:51,8.671,41.9235,-7.53,-18.55076923076923,1237.4723743589745,0.572,False,0.46153846153846156,10.905152333164477,269.95656120656764,6.0,False,509725131.0,2
14.0,101,101,2016,56,51586,2016-02-25 14:19:46,8.7216,41.9847,-18.34,-18.535714285714285,1142.285364835165,0.231,True,0.5,9.5516439233373,306.9262356606388,,False,509725186.0,0
15.0,102,102,2016,56,51586,2016-02-25 14:19:46,8.7092,41.9792,-17.01,-18.434,1060.8487400000001,0.105,False,0.4666666666666667,9.90619231860584,300.6841791563384,6.0,False,509725186.0,0
15.0,103,103,2016,56,51790,2016-02-25 14:23:10,8.7169,41.9202,-27.08,-12.405333333333335,326.10068380952373,0.107,False,0.4666666666666667,7.120469314180911,267.7359970788417,6.0,False,509725390.0,1
16.0,104,104,2016,56,51790,2016-02-25 14:23:10,8.7138,41.9235,-33.27,-13.709375000000001,331.56903291666663,0.237,True,0.5,7.366563502499597,269.9356949994862,,False,509725390.0,0
17.0,105,105,2016,56,51790,2016-02-25 14:23:10,8.55,41.9101,12.5,-12.167647058823531,351.253694117647,0.322,False,0.47058823529411764,20.96503791518494,266.9444065422469,,False,509725390.0,0
16.0,106,106,2016,56,51985,2016-02-25 14:26:25,8.7434,41.9564,-17.32,-13.66625,349.20337166666656,0.077,False,0.375,6.121370555935583,298.86621265093663,6.0,False,509725585.0,0
17.0,107,107,2016,56,52135,2016-02-25 14:28:55,8.929,42.0822,-14.75,-13.73,327.4472499999999,0.102,True,0.4117647058823529,20.4698628361372,38.48757697071239,,False,509725735.0,0
18.0,108,108,2016,56,52266,2016-02-25 14:31:06,8.7619,41.9083,-7.54,-13.386111111111111,310.31431928104564,3.854,False,0.3888888888888889,3.792592809647255,249.53589764802229,6.0,False,509725866.0,0
19.0,109,109,2016,56,52309,2016-02-25 14:31:49,8.7267,41.9174,-9.57,-13.185263157894736,293.8410929824561,0.25,False,0.3684210526315789,6.337874357362579,265.3483855433596,6.0,False,509725909.0,1
20.0,110,110,2016,56,52313,2016-02-25 14:31:53,8.9196,42.0349,-9.93,-13.022499999999999,278.9056092105262,4.252,False,0.35,15.680843795920689,46.35675165594255,6.0,False,509725913.0,2
21.0,111,111,2016,56,52313,2016-02-25 14:31:53,8.8338,41.9911,-12.75,-13.00952380952381,264.9638647619047,4.507,True,0.38095238095238093,7.923303265591165,24.59725415912262,,False,509725913.0,0
22.0,112,112,2016,56,52313,2016-02-25 14:31:53,8.8728,42.0032,18.55,-11.575,297.61942619047613,0.557,True,0.4090909090909091,10.563784411197044,41.28768472395554,,False,509725913.0,0
23.0,113,113,2016,56,52313,2016-02-25 14:31:53,8.9093,41.9247,-26.4,-12.219565217391304,293.64694980237147,0.915,False,0.391304347826087,8.797640182323736,89.40767751695752,6.0,False,509725913.0,0
24.0,114,114,2016,56,52378,2016-02-25 14:32:58,8.9567,42.0276,-5.54,-11.941249999999998,282.73871576086947,2.888,True,0.4166666666666667,17.174962268261826,55.93332984588856,,False,509725978.0,0
25.0,115,115,2016,56,52378,2016-02-25 14:32:58,8.922,41.9945,-27.95,-12.581599999999998,281.20913899999994,0.092,False,0.4,12.606440471785223,59.23474327092665,6.0,False,509725978.0,0
26.0,116,116,2016,56,52420,2016-02-25 14:33:40,8.7405,41.9027,-14.89,-12.670384615384616,270.16572384615375,0.096,True,0.4230769230769231,5.658466900110219,251.4824528015562,,False,509726020.0,0
25.0,117,117,2016,56,52482,2016-02-25 14:34:42,8.7715,41.9294,-10.61,-14.524399999999998,225.52525899999992,0.148,True,0.44,2.674758208616603,280.465338428602,,False,509726082.0,0
26.0,118,118,2016,56,52482,2016-02-25 14:34:42,8.7487,41.926,-9.21,-14.32,217.59051199999993,0.341,False,0.4230769230769231,4.488955616299807,272.535426234467,6.0,False,509726082.0,0
27.0,119,119,2016,56,52568,2016-02-25 14:36:08,8.8154,41.9592,20.24,-13.04,253.4584461538461,0.319,True,0.4444444444444444,4.088567030139576,19.347377811825083,,False,509726168.0,0
28.0,120,120,2016,56,52568,2016-02-25 14:36:08,8.814,41.9263,-15.49,-13.1275,244.28547129629624,0.713,False,0.42857142857142855,0.9654976150656398,76.32869286781842,6.0,False,509726168.0,0
29.0,121,121,2016,56,52595,2016-02-25 14:36:35,8.8428,41.9434,6.08,-12.465172413793104,248.28264729064034,1.281,False,0.41379310344827586,3.964800750647961,63.607525950165545,6.0,False,509726195.0,1
30.0,122,122,2016,56,52719,2016-02-25 14:38:39,8.9382,41.9994,-198.16,-18.654999999999998,1389.140143103448,0.318,False,0.4,13.997443792949042,60.740858695494815,6.0,False,509726319.0,2
31.0,123,123,2016,56,52795,2016-02-25 14:39:55,8.8486,41.9572,-12.7,-18.462903225806453,1343.9794079569888,0.151,True,0.41935483870967744,5.311162324079492,53.6755675552523,,False,509726395.0,0
32.0,124,124,2016,56,52795,2016-02-25 14:39:55,8.8533,41.9601,-11.18,-18.2353125,1302.282754737903,0.298,False,0.40625,5.814085686926282,54.08770541238909,6.0,False,509726395.0,0
33.0,125,125,2016,56,52849,2016-02-25 14:40:49,8.9659,41.9808,-11.35,-18.026666666666667,1263.0230104166662,0.103,False,0.3939393939393939,14.89463275371788,70.66299516971556,6.0,False,509726449.0,1
34.0,126,126,2016,56,52849,2016-02-25 14:40:49,8.9726,41.9804,-13.04,-17.88,1225.4809636363632,0.118,True,0.4117647058823529,15.37893450321027,71.49417818679028,,False,509726449.0,0
34.0,127,127,2016,56,52913,2016-02-25 14:41:53,8.7912,41.9013,13.91,-17.626764705882355,1239.7570649732618,0.437,False,0.38235294117647056,2.6601520875574307,207.68436448999347,6.0,False,509726513.0,0
35.0,128,128,2016,56,52913,2016-02-25 14:41:53,8.7914,41.908,-17.81,-17.632,1203.2945811764703,0.231,True,0.4,1.9771561290792805,216.39687822130267,,False,509726513.0,0
36.0,129,129,2016,56,52935,2016-02-25 14:42:15,8.9795,41.9811,-12.03,-17.47638888888889,1169.7864694444443,1.429,True,0.4166666666666667,15.931603277332222,71.96503224280202,,False,509726535.0,0
37.0,130,130,2016,56,53077,2016-02-25 14:44:37,8.9726,41.9986,-241.64,-23.534864864864865,2495.3822534534534,0.137,True,0.43243243243243246,16.31178981290475,66.15666149239043,,False,509726677.0,0
38.0,131,131,2016,56,53077,2016-02-25 14:44:37,8.9489,42.0031,-3.18,-22.99921052631579,2438.842661522048,2.06,False,0.42105263157894735,14.952088725040632,61.43079988968152,6.0,False,509726677.0,0
39.0,132,132,2016,56,53204,2016-02-25 14:46:44,8.8871,41.9551,-81.29,-24.493846153846153,2461.7860821862346,0.063,False,0.41025641025641024,7.790349452362151,69.488711271388,6.0,False,509726804.0,1
40.0,133,133,2016,56,53294,2016-02-25 14:48:14,9.0154,41.9509,-3.07,-23.95825,2410.137891730769,0.859,False,0.4,17.825198187431933,82.67927718178225,6.0,False,509726894.0,2
41.0,134,134,2016,56,53420,2016-02-25 14:50:20,8.8347,41.9258,-149.7,-27.02512195121951,2735.5182906097557,0.216,False,0.3902439024390244,2.640434772940082,86.04244688586864,6.0,False,509727020.0,3
42.0,135,135,2016,56,53462,2016-02-25 14:51:02,9.0312,41.9925,16.22,-25.99547619047619,2713.325488792102,0.099,False,0.38095238095238093,20.35942613018484,73.20640203517526,,False,509727062.0,0
43.0,136,136,2016,56,53566,2016-02-25 14:52:46,8.8094,41.8993,-13.8,-25.71186046511628,2652.18132978959,0.42,True,0.3953488372093023,2.7531941440263563,165.02456558633827,,False,509727166.0,0
44.0,137,137,2016,56,53708,2016-02-25 14:55:08,8.7731,41.7784,-23.45,-25.660454545454545,2590.618967230444,0.864,True,0.4090909090909091,16.322074797268613,191.5980009148644,,False,509727308.0,0
45.0,138,138,2016,56,53731,2016-02-25 14:55:31,8.9145,41.9393,-27.53,-25.702,2531.8189345454543,0.137,False,0.4,9.389156257882732,81.9921246221488,6.0,False,509727331.0,0
46.0,139,139,2016,56,53731,2016-02-25 14:55:31,8.9283,41.9423,-30.24,-25.800652173913043,2476.003975120773,0.16,True,0.41304347826086957,10.572430499504664,81.51839420596954,,False,509727331.0,0
